pdf_file,pdf_url,office1,candidate1_1,candidate1_2,office2,candidate2_1,candidate2_2,office3,candidate3_1,candidate3_2,office4,candidate4_1,candidate4_2,office5,candidate5_1,candidate5_2,office6,candidate6_1,office7,candidate7_1,candidate7_2,office8,candidate8_1,office9,candidate9_1,candidate9_2,office10,candidate10_1,candidate10_2,office11,candidate11_1,office12,candidate12_1,office13,candidate13_1
FORSYTH-20201103-SAMPLE-E-B0107-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0107-GEN.pdf,NC Superior Court Judge District 21B Seat 1,David L. Hall,,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,,,,,,,,,,,,
GUILFORD-20201103-SAMPLE-E-B0016-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/GUILFORD-20201103-SAMPLE-E-B0016-GEN.pdf,NC District Court Judge District 18 - Seat 10,Tonia A. Cutchin,,NC District Court Judge District 18 Seat 11,Bill Davis,,NC District Court Judge District 18 - Seat 12,Kelvin Smith,,NC District Court Judge District 18 - Seat 13,Brian Tomlin,,NC District Court Judge District 18 - Seat 14,Teresa H. Vincent,,NC District Court Judge District 18 - Seat 3,Ashley Watlington-Simms,NC District Court Judge District 18 - Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 18 - Seat 5,Marcus Allen Shields,NC District Court Judge District 18 - Seat 6,Michelle Fletcher,,NC District Court Judge District 18 - Seat 7,Angela C. Foster,,NC District Court Judge District 18 - Seat 8,Angie Fox,NC District Court Judge District 18 - Seat 9,Tabatha Holliday Brewer,,
GUILFORD-20201103-SAMPLE-E-B0006-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/GUILFORD-20201103-SAMPLE-E-B0006-GEN.pdf,NC District Court Judge District 18 - Seat 10,Tonia A. Cutchin,,NC District Court Judge District 18 Seat 11,Bill Davis,,NC District Court Judge District 18 - Seat 12,Kelvin Smith,,NC District Court Judge District 18 - Seat 13,Brian Tomlin,,NC District Court Judge District 18 - Seat 14,Teresa H. Vincent,,NC District Court Judge District 18 - Seat 3,Ashley Watlington-Simms,NC District Court Judge District 18 - Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 18 - Seat 5,Marcus Allen Shields,NC District Court Judge District 18 - Seat 6,Michelle Fletcher,,NC District Court Judge District 18 - Seat 7,Angela C. Foster,,NC District Court Judge District 18 - Seat 8,Angie Fox,NC District Court Judge District 18 - Seat 9,Tabatha Holliday Brewer,,
FORSYTH-20201103-SAMPLE-E-B0117-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0117-GEN.pdf,NC Superior Court Judge District 21B Seat 1,David L. Hall,,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,,,,,,,,,,,,
WAKE-20201103-SAMPLE-U-B0083-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/WAKE-20201103-SAMPLE-U-B0083-GEN.pdf,NC District Court Judge District 10E Seat 3,Eric Craig Chasse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20201103-SAMPLE-U-B0093-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/WAKE-20201103-SAMPLE-U-B0093-GEN.pdf,NC District Court Judge District 10A Seat 2,Vartan A. (Woofer) Davidian III,,NC District Court Judge District 10A Seat 3,Dan Nagle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ONSLOW-20201103-SAMPLE-V-B0006-FS16_.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/ONSLOW-20201103-SAMPLE-V-B0006-FS16_.pdf,NC District Court Judge District 4 - Seat 3,Christopher J. Welch,,NC District Court Judge District 4 - Seat 4,Michael C. Surles,,NC District Court Judge District 4 - Seat 5,Robert H. Gilmore,Carol Jones,NC District Court Judge District 4 - Seat 6,"James L. (Jim) Moore, Jr.",,NC District Court Judge District 4 - Seat 7,William Shanahan,,NC District Court Judge District 4 - Seat 8,Billy Sutton,NC District Court Judge District 4 - Seat 9,James Walter Bateman III,,,,,,,,,,,,,,,
BLADEN-20201103-SAMPLE-U-B0002-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/BLADEN-20201103-SAMPLE-U-B0002-GEN.pdf,NC District Court Judge District 13 Seat 3,Pauline Hankins,,NC District Court Judge District 13 Seat 4,C. Ashley Gore,,NC District Court Judge District 13 Seat 5,Scott L. Ussery,,NC District Court Judge District 13 Seat 6,J. Calvin Chandler,,,,,,,,,,,,,,,,,,,,,,,
PITT-20201103-SAMPLE-U-B0029-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/PITT-20201103-SAMPLE-U-B0029-GEN.pdf,NC District Court Judge District 3A Seat 3,G. Galen Braddy,,NC District Court Judge District 3A Seat 4,W. Brian DeSoto,,NC District Court Judge District 3A Seat 5,Kellie Chappell-Gonzalez,Wendy S. Hazelton,NC District Court Judge District 3A Seat 6,Mario Perez,,,,,,,,,,,,,,,,,,,,,,,
DAVIDSON-20201103-SAMPLE-E-B0002-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/DAVIDSON-20201103-SAMPLE-E-B0002-GEN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20201103-SAMPLE-E-B0030-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/GUILFORD-20201103-SAMPLE-E-B0030-GEN.pdf,NC District Court Judge District 18 - Seat 10,Tonia A. Cutchin,,NC District Court Judge District 18 Seat 11,Bill Davis,,NC District Court Judge District 18 - Seat 12,Kelvin Smith,,NC District Court Judge District 18 - Seat 13,Brian Tomlin,,NC District Court Judge District 18 - Seat 14,Teresa H. Vincent,,NC District Court Judge District 18 - Seat 3,Ashley Watlington-Simms,NC District Court Judge District 18 - Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 18 - Seat 5,Marcus Allen Shields,NC District Court Judge District 18 - Seat 6,Michelle Fletcher,,NC District Court Judge District 18 - Seat 7,Angela C. Foster,,NC District Court Judge District 18 - Seat 8,Angie Fox,NC District Court Judge District 18 - Seat 9,Tabatha Holliday Brewer,,
FORSYTH-20201103-SAMPLE-E-B0121-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0121-GEN.pdf,NC Superior Court Judge District 21B Seat 1,David L. Hall,,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,,,,,,,,,,,,
FORSYTH-20201103-SAMPLE-E-B0059-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0059-GEN.pdf,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,
FORSYTH-20201103-SAMPLE-E-B0131-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0131-GEN.pdf,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,
ROWAN-20201103-SAMPLE-U-B0032-UNITY-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/ROWAN-20201103-SAMPLE-U-B0032-UNITY-GEN.pdf,NC District Court Judge District 19C Seat 5,Marshall Bickett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20201103-SAMPLE-E-B0020-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/GUILFORD-20201103-SAMPLE-E-B0020-GEN.pdf,NC Superior Court Judge District 18E,Susan Elizabeth Bray,,NC District Court Judge District 18 - Seat 9,Tabatha Holliday Brewer,,NC District Court Judge District 18 - Seat 10,Tonia A. Cutchin,,NC District Court Judge District 18 Seat 11,Bill Davis,,NC District Court Judge District 18 - Seat 12,Kelvin Smith,,NC District Court Judge District 18 - Seat 13,Brian Tomlin,NC District Court Judge District 18 - Seat 14,Teresa H. Vincent,,NC District Court Judge District 18 - Seat 3,Ashley Watlington-Simms,NC District Court Judge District 18 - Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 18 - Seat 5,Marcus Allen Shields,,NC District Court Judge District 18 - Seat 6,Michelle Fletcher,NC District Court Judge District 18 - Seat 7,Angela C. Foster,NC District Court Judge District 18 - Seat 8,Angie Fox
FORSYTH-20201103-SAMPLE-E-B0049-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0049-GEN.pdf,NC Superior Court Judge District 21D Seat 1,L. Todd Burke,,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,,,,,,,,,,,,
BEAUFORT-20201103-SAMPLE-U-B0004-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/BEAUFORT-20201103-SAMPLE-U-B0004-GEN.pdf,NC District Court Judge District 2 Seat 3,Chris McLendon,,NC District Court Judge District 2 Seat 4,Keith B. Mason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW_HANOVER-20201103-SAMPLE-E-B0003-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/NEW_HANOVER-20201103-SAMPLE-E-B0003-GEN.pdf,NC District Court Judge District 5 Seat 5,J.H. Corpening II,,NC District Court Judge District 5 Seat 6,Richard Russell Davis,,NC District Court Judge District 5 Seat 7,Jeffrey Evan Noecker,,NC District Court Judge District 5 Seat 8,Sandra Alice Ray,,NC District Court Judge District 5 Seat 9,Robin Wicks Robinson,,,,,,,,,,,,,,,,,,,,
FORSYTH-20201103-SAMPLE-E-B0143-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0143-GEN.pdf,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,
WAKE-20201103-SAMPLE-U-B0106-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/WAKE-20201103-SAMPLE-U-B0106-GEN.pdf,NC Superior Court Judge District 10E Seat 1,Bryan Collins,,NC District Court Judge District 10C Seat 1,Mark L. Stevens,,NC District Court Judge District 10C Seat 2,Christine M. Walczyk,,NC District Court Judge District 10C Seat 3,Anna Elena Worley,,,,,,,,,,,,,,,,,,,,,,,
GUILFORD-20201103-SAMPLE-E-B0042-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/GUILFORD-20201103-SAMPLE-E-B0042-GEN.pdf,NC District Court Judge District 18 - Seat 10,Tonia A. Cutchin,,NC District Court Judge District 18 Seat 11,Bill Davis,,NC District Court Judge District 18 - Seat 12,Kelvin Smith,,NC District Court Judge District 18 - Seat 13,Brian Tomlin,,NC District Court Judge District 18 - Seat 14,Teresa H. Vincent,,NC District Court Judge District 18 - Seat 3,Ashley Watlington-Simms,NC District Court Judge District 18 - Seat 4,Caroline Tomlinson-Pemberton,,NC District Court Judge District 18 - Seat 5,Marcus Allen Shields,NC District Court Judge District 18 - Seat 6,Michelle Fletcher,,NC District Court Judge District 18 - Seat 7,Angela C. Foster,,NC District Court Judge District 18 - Seat 8,Angie Fox,NC District Court Judge District 18 - Seat 9,Tabatha Holliday Brewer,,
FORSYTH-20201103-SAMPLE-E-B0153-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0153-GEN.pdf,NC Superior Court Judge District 21B Seat 1,David L. Hall,,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,,,,,,,,,,,,
WAKE-20201103-SAMPLE-U-B0116-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/WAKE-20201103-SAMPLE-U-B0116-GEN.pdf,NC District Court Judge District 10C Seat 1,Mark L. Stevens,,NC District Court Judge District 10C Seat 2,Christine M. Walczyk,,NC District Court Judge District 10C Seat 3,Anna Elena Worley,,,,,,,,,,,,,,,,,,,,,,,,,,
HAYWOOD-20201103-SAMPLE-E-B0006-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/HAYWOOD-20201103-SAMPLE-E-B0006-GEN.pdf,NC District Court Judge District 30 Seat 4,Monica H. Leslie,,NC District Court Judge District 30 Seat 5,Tessa Shelton Sellers,,NC District Court Judge District 30 Seat 6,Kaleb Wingate,Justin Greene,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20201103-SAMPLE-E-B0082-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0082-GEN.pdf,NC Superior Court Judge District 21D Seat 1,L. Todd Burke,,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,,,,,,,,,,,,
FORSYTH-20201103-SAMPLE-E-B0092-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0092-GEN.pdf,NC Superior Court Judge District 21D Seat 1,L. Todd Burke,,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,,,,,,,,,,,,
ONSLOW-20201103-SAMPLE-V-B0015-NE22A_.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/ONSLOW-20201103-SAMPLE-V-B0015-NE22A_.pdf,NC District Court Judge District 4 - Seat 3,Christopher J. Welch,,NC District Court Judge District 4 - Seat 4,Michael C. Surles,,NC District Court Judge District 4 - Seat 5,Robert H. Gilmore,Carol Jones,NC District Court Judge District 4 - Seat 6,"James L. (Jim) Moore, Jr.",,NC District Court Judge District 4 - Seat 7,William Shanahan,,NC District Court Judge District 4 - Seat 8,Billy Sutton,NC District Court Judge District 4 - Seat 9,James Walter Bateman III,,,,,,,,,,,,,,,
VANCE-20201103-SAMPLE-U-B0004-CC-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/VANCE-20201103-SAMPLE-U-B0004-CC-GEN.pdf,NC District Court Judge District 9 Seat 1,John W. Davis,,NC District Court Judge District 9 Seat 2,Katherine Burnette,,NC District Court Judge District 9 Seat 3,Amanda Stevenson,,NC District Court Judge District 9 Seat 4,John Hoyte (J.) Stultz III,Carolyn (Yancey) Thompson,NC District Court Judge District 9 Seat 5,Caroline S. Burnette,,,,,,,,,,,,,,,,,,,,
ONSLOW-20201103-SAMPLE-V-B0014-MT24_.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/ONSLOW-20201103-SAMPLE-V-B0014-MT24_.pdf,NC District Court Judge District 4 - Seat 3,Christopher J. Welch,,NC District Court Judge District 4 - Seat 4,Michael C. Surles,,NC District Court Judge District 4 - Seat 5,Robert H. Gilmore,Carol Jones,NC District Court Judge District 4 - Seat 6,"James L. (Jim) Moore, Jr.",,NC District Court Judge District 4 - Seat 7,William Shanahan,,NC District Court Judge District 4 - Seat 8,Billy Sutton,NC District Court Judge District 4 - Seat 9,James Walter Bateman III,,,,,,,,,,,,,,,
LEE-20201103-SAMPLE-U-B0004-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/LEE-20201103-SAMPLE-U-B0004-GEN.pdf,NC Superior Court Judge District 11A Seat 1,Winston Gilchrist,,NC District Court Judge District 11 Seat 9,Frank Wood,,NC District Court Judge District 11 Seat 10,Mary Howard Wells,,NC District Court Judge District 11 Seat 11,O. Henry Willis,,NC District Court Judge District 11 Seat 4,Jason H. Coats,,NC District Court Judge District 11 Seat 5,Resson Faircloth,NC District Court Judge District 11 Seat 6,Paul A. Holcombe,,NC District Court Judge District 11 Seat 7,Terry F. Rose,NC District Court Judge District 11 Seat 8,"Jimmy L. Love, Jr.",,,,,,,,,,
SURRY-20201103-SAMPLE-E-B0010-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/SURRY-20201103-SAMPLE-E-B0010-GEN.pdf,NC District Court Judge District 17B Seat 4,Bill Southern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAKE-20201103-SAMPLE-U-B0023-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/WAKE-20201103-SAMPLE-U-B0023-GEN.pdf,NC District Court Judge District 10A Seat 2,Vartan A. (Woofer) Davidian III,,NC District Court Judge District 10A Seat 3,Dan Nagle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20201103-SAMPLE-E-B0066-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0066-GEN.pdf,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,,,,,,,,,,,,,,
WAKE-20201103-SAMPLE-U-B0033-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/WAKE-20201103-SAMPLE-U-B0033-GEN.pdf,NC District Court Judge District 10B Seat 2,Ashleigh Parker Dunston,,NC District Court Judge District 10B Seat 3,Julie L. Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FORSYTH-20201103-SAMPLE-E-B0076-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/FORSYTH-20201103-SAMPLE-E-B0076-GEN.pdf,NC Superior Court Judge District 21D Seat 1,L. Todd Burke,,NC District Court Judge District 21 Seat 10,Victoria L. (Tori) Roemer,,NC District Court Judge District 21 Seat 11,David Sipprell,,NC District Court Judge District 21 Seat 5,Camille Banks Prince,,NC District Court Judge District 21 Seat 6,Lawrence J. (Larry) Fine,,NC District Court Judge District 21 Seat 7,Carrie Vickery,NC District Court Judge District 21 Seat 8,Mike Silver,Whit Davis,NC District Court Judge District 21 Seat 9,Gordon A. Miller,,,,,,,,,,,,
BUNCOMBE-20201103-SAMPLE-E-B0007-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/BUNCOMBE-20201103-SAMPLE-E-B0007-GEN.pdf,NC District Court Judge District 28 Seat 6,Andrea Dray,,NC District Court Judge District 28 Seat 7,Calvin Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MECKLENBURG-20201103-SAMPLE-E-B0013-GEN.pdf,https://s3.amazonaws.com/dl.ncsbe.gov/data/SampleBallots/2020-11-03/MECKLENBURG-20201103-SAMPLE-E-B0013-GEN.pdf,NC District Court Judge District 26 Seat 1,Kimberly Y. Best,Pat Finn,NC District Court Judge District 26 Seat 2,Aretha Blake,,NC District Court Judge District 26 Seat 3,Jena Culler,,NC District Court Judge District 26 Seat 4,"Donald Cureton, Jr.",,NC District Court Judge District 26 Seat 5,Faith Fickling-Alvarez,,NC District Court Judge District 26 Seat 6,Ty Hands,NC District Court Judge District 26 Seat 7,Gary L. Henderson,,NC District Court Judge District 26 Seat 8,Christy T. Mann,NC District Court Judge District 26 Seat 9,Sunny Panyanouvong-Rubeck,Rex Marvel,NC District Court Judge District 26 Seat 10,C. Renee Little,,NC District Court Judge District 26 Seat 11,Elizabeth Thornton Trosch,NC District Court Judge District 26 Seat 12,Roy H. Wiggins,,
